image_path,captions
2380765956_6313d8cae3.jpg,"['a', 'blond', 'girl', 'wearing', 'a', 'green', 'jacket', 'walks', 'on', 'a', 'trail', 'along', 'side', 'a', 'metal', 'fence']"
2380765956_6313d8cae3.jpg,"['a', 'girl', 'in', 'a', 'green', 'coat', 'walks', 'down', 'a', 'rural', 'road', 'playing', 'a', 'flute']"
2380765956_6313d8cae3.jpg,"['a', 'young', 'girl', 'in', 'a', 'parka', 'playing', 'a', 'flute', 'while', 'walking', 'by', 'a', 'fenced', 'in', 'field']"
2380765956_6313d8cae3.jpg,"['girl', 'in', 'green', 'and', 'blue', 'jacket', 'walking', 'past', 'an', 'enclosed', 'field']"
2380765956_6313d8cae3.jpg,"['girl', 'playing', 'flute', 'as', 'she', 'walks', 'by', 'fence', 'in', 'rural', 'area']"
3197891333_b1b0fd1702.jpg,"['a', 'family', 'of', 'nine', 'people', 'including', 'four', 'children', 'pose', 'in', 'front', 'of', 'a', 'brick', 'fireplace', 'with', 'a', 'white', 'mantle']"
3197891333_b1b0fd1702.jpg,"['a', 'family', 'poses', 'in', 'front', 'of', 'the', 'fireplace', 'and', 'christmas', 'tree']"
3197891333_b1b0fd1702.jpg,"['a', 'family', 'posing', 'by', 'the', 'mantle', 'and', 'christmas', 'tree']"
3197891333_b1b0fd1702.jpg,"['a', 'happy', 'family', 'poses', 'by', 'the', 'fireplace']"
3197891333_b1b0fd1702.jpg,"['two', 'couples', 'and', 'four', 'kids', 'pose', 'for', 'a', 'family', 'picture']"
3119887967_271a097464.jpg,"['man', 'in', 'a', 'sweater', 'pointing', 'at', 'the', 'camera']"
3119887967_271a097464.jpg,"['one', 'man', 'is', 'posing', 'with', 'arms', 'outstretched', 'and', 'finger', 'pointed', 'while', 'another', 'stares', 'from', 'behind', 'him']"
3119887967_271a097464.jpg,"['the', 'man', 'in', 'the', 'black', 'hat', 'stands', 'behind', 'the', 'man', 'who', 'is', 'pointing', 'his', 'finger']"
3119887967_271a097464.jpg,"['two', 'men', 'look', 'toward', 'the', 'camera', 'while', 'the', 'one', 'in', 'front', 'points', 'his', 'index', 'finger']"
3119887967_271a097464.jpg,"['two', 'men', 'one', 'wearing', 'a', 'black', 'hat', 'while', 'the', 'one', 'in', 'front', 'points', 'standing', 'in', 'a', 'hallway']"
2276499757_b44dc6f8ce.jpg,"['a', 'dog', 'looks', 'warily', 'at', 'the', 'brown', 'dog', 'investigating', 'his', 'area']"
2276499757_b44dc6f8ce.jpg,"['a', 'large', 'brown', 'dog', 'is', 'looking', 'at', 'a', 'medium', 'sized', 'black', 'dog']"
2276499757_b44dc6f8ce.jpg,"['a', 'small', 'black', 'dog', 'looks', 'at', 'a', 'larger', 'brown', 'dog', 'in', 'a', 'grassy', 'field']"
2276499757_b44dc6f8ce.jpg,"['the', 'big', 'brown', 'dog', 'looks', 'at', 'the', 'small', 'black', 'dog', 'in', 'tall', 'grass']"
2276499757_b44dc6f8ce.jpg,"['there', 'is', 'a', 'big', 'dog', 'looking', 'at', 'a', 'little', 'dog']"
2506892928_7e79bec613.jpg,"['three', 'children', 'in', 'a', 'field', 'with', 'white', 'flowers']"
2506892928_7e79bec613.jpg,"['three', 'children', 'one', 'with', 'a', 'stuffed', 'kitten', 'in', 'a', 'field', 'of', 'flowers']"
2506892928_7e79bec613.jpg,"['three', 'children', 'play', 'in', 'the', 'garden']"
2506892928_7e79bec613.jpg,"['three', 'children', 'pose', 'among', 'wildflowers']"
2506892928_7e79bec613.jpg,"['three', 'kids', 'palying', 'with', 'a', 'toy', 'cat', 'in', 'a', 'garden']"
2187222896_c206d63396.jpg,"['a', 'boy', 'in', 'a', 'red', 'shirt', 'in', 'front', 'of', 'a', 'long', 'blue', 'wall', 'raises', 'his', 'eyebrow', 'at', 'the', 'camera']"
2187222896_c206d63396.jpg,"['a', 'boy', 'in', 'a', 'red', 'shirt', 'with', 'stripes', 'standing', 'near', 'a', 'blue', 'brick', 'wall', 'with', 'handicap', 'signs']"
2187222896_c206d63396.jpg,"['an', 'african', 'american', 'boy', 'stands', 'in', 'front', 'of', 'a', 'blue', 'building', 'in', 'the', 'handicapped', 'space']"
2187222896_c206d63396.jpg,"['the', 'boy', 'in', 'the', 'orange', 'shirt', 'looks', 'backwards']"
2187222896_c206d63396.jpg,"['the', 'boy', 'in', 'the', 'red', 'shirt', 'is', 'next', 'to', 'a', 'blue', 'wall']"
2826769554_85c90864c9.jpg,"['a', 'brown', 'dog', 'is', 'carrying', 'a', 'wet', 'stick', 'on', 'the', 'shore', 'of', 'the', 'ocean']"
2826769554_85c90864c9.jpg,"['a', 'dog', 'bounds', 'across', 'the', 'sandy', 'beach', 'with', 'a', 'stick', 'in', 'his', 'mouth', 'and', 'water', 'splashing', 'off', 'his', 'paws']"
2826769554_85c90864c9.jpg,"['a', 'wet', 'blond', 'dog', 'carries', 'a', 'stick', 'on', 'the', 'shore']"
2826769554_85c90864c9.jpg,"['the', 'dog', 'is', 'running', 'along', 'the', 'beach', 'next', 'to', 'the', 'ocean', 'with', 'a', 'stick', 'in', 'its', 'mouth']"
2826769554_85c90864c9.jpg,"['the', 'wet', 'brown', 'dog', 'has', 'a', 'stick', 'in', 'his', 'mouth', 'and', 'is', 'running', 'in', 'the', 'sand', 'next', 'to', 'the', 'water']"
3097196395_ec06075389.jpg,"['two', 'dogs', 'are', 'racing', 'on', 'a', 'ractrack']"
3097196395_ec06075389.jpg,"['two', 'dogs', 'race', 'across', 'the', 'track']"
3097196395_ec06075389.jpg,"['two', 'greyhounds', 'race']"
3097196395_ec06075389.jpg,"['two', 'greyhounds', 'with', 'muzzles', 'race', 'along', 'the', 'inside', 'curb', 'of', 'a', 'railed', 'dirt', 'track']"
3097196395_ec06075389.jpg,"['two', 'racing', 'dogs', 'run', 'around', 'a', 'track']"
3603116579_4a28a932e2.jpg,"['a', 'baseball', 'pitcher', 'with', 'shelton', 'on', 'his', 'shirt', 'throws', 'the', 'ball']"
3603116579_4a28a932e2.jpg,"['a', 'baseball', 'player', 'in', 'a', 'black', 'and', 'orange', 'shirt', 'and', 'with', 'a', 'glove', 'on', 'pitches', 'the', 'ball']"
3603116579_4a28a932e2.jpg,"['a', 'male', 'dressed', 'in', 'a', 'sports', 'outfit', 'tries', 'to', 'catch', 'a', 'baseball']"
3603116579_4a28a932e2.jpg,"['a', 'man', 'playing', 'baseball']"
3603116579_4a28a932e2.jpg,"['the', 'baseball', 'player', 'is', 'running', 'after', 'the', 'ball']"
3339263085_6db9fd0981.jpg,"['a', 'brown', 'dog', 'wades', 'through', 'water', 'and', 'walks', 'toward', 'a', 'rock']"
3339263085_6db9fd0981.jpg,"['a', 'dog', 'has', 'waded', 'through', 'shallow', 'water', 'to', 'reach', 'a', 'rock', 'outcropping']"
3339263085_6db9fd0981.jpg,"['a', 'light', 'brown', 'dog', 'is', 'splashing', 'in', 'the', 'water', 'with', 'its', 'paw']"
3339263085_6db9fd0981.jpg,"['a', 'small', 'brown', 'dog', 'is', 'about', 'ready', 'to', 'exit', 'the', 'water', 'after', 'a', 'swim']"
3339263085_6db9fd0981.jpg,"['a', 'yellow', 'dog', 'in', 'shallow', 'water']"
2532262109_87429a2cae.jpg,"['a', 'group', 'of', '5', 'girls', 'in', 'school', 'uniforms', 'are', 'standing', 'together', 'and', 'waiting', 'to', 'cross', 'the', 'street', 'while', 'one', 'girl', 'takes', 'a', 'picture']"
2532262109_87429a2cae.jpg,"['a', 'group', 'of', 'people', 'are', 'standing', 'together', 'outside', 'as', 'one', 'takes', 'a', 'photograph']"
2532262109_87429a2cae.jpg,"['a', 'group', 'of', 'school', 'girls', 'are', 'standing', 'together', 'while', 'one', 'is', 'taking', 'pictures']"
2532262109_87429a2cae.jpg,"['a', 'group', 'of', 'young', 'women', 'stand', 'together']"
2532262109_87429a2cae.jpg,"['girls', 'in', 'school', 'uniforms']"
2076906555_c20dc082db.jpg,"['a', 'boy', 'wearing', 'a', 'jean', 'jacket', 'with', 'his', 'hand', 'on', 'his', 'chest', 'smiling', 'at', 'the', 'camera']"
2076906555_c20dc082db.jpg,"['a', 'boy', 'with', 'a', 'bruised', 'nose', 'and', 'writing', 'on', 'his', 'hands', 'is', 'standing', 'in', 'a', 'video', 'rental', 'store']"
2076906555_c20dc082db.jpg,"['a', 'boy', 'with', 'writing', 'on', 'his', 'hand', 'is', 'standing', 'in', 'a', 'store']"
2076906555_c20dc082db.jpg,"['a', 'young', 'man', 'in', 'a', 'jean', 'jacket', 'smiles', 'for', 'the', 'camera', 'inside', 'a', 'store']"
2076906555_c20dc082db.jpg,"['a', 'young', 'man', 'with', 'a', 'denim', 'jacket', 'and', 'writing', 'on', 'his', 'hand', 'smiles', 'in', 'front', 'of', 'a', 'bookcase', 'full', 'of', 'videos']"
2502007071_82a8c639cf.jpg,"['a', 'group', 'of', 'people', 'in', 'front', 'of', 'a', 'house']"
2502007071_82a8c639cf.jpg,"['a', 'man', 'in', 'stripes', 'a', 'woman', 'in', 'sunglasses', 'and', 'a', 'child', 'in', 'a', 'blue', 'hat', 'in', 'front', 'of', 'a', 'brick', 'building']"
2502007071_82a8c639cf.jpg,"['a', 'woman', 'in', 'sunglasses', 'and', 'a', 'blue', 'flowered', 'shirt', 'stands', 'while', 'a', 'boy', 'and', 'a', 'man', 'sit', 'nearby']"
2502007071_82a8c639cf.jpg,"['a', 'woman', 'wearing', 'sunglasses', 'and', 'a', 'flowered', 'shirt', 'looks', 'to', 'the', 'left']"
2502007071_82a8c639cf.jpg,"['three', 'adults', 'and', 'one', 'child', 'are', 'waiting', 'outside', 'of', 'a', 'building', 'perhaps', 'a', 'school']"
3113769557_9edbb8275c.jpg,"['a', 'woman', 'stands', 'in', 'front', 'of', 'a', 'display', 'case', 'and', 'another', 'woman', 'looks', 'at', 'a', 'digital', 'camera']"
3113769557_9edbb8275c.jpg,"['a', 'woman', 'stands', 'tall', 'in', 'front', 'of', 'a', 'glass', 'display', 'while', 'another', 'woman', 'takes', 'a', 'picture', 'of', 'something']"
3113769557_9edbb8275c.jpg,"['a', 'woman', 'stands', 'with', 'her', 'arms', 'out', 'at', 'her', 'sides', 'while', 'another', 'takes', 'a', 'picture']"
3113769557_9edbb8275c.jpg,"['a', 'woman', 'stands', 'with', 'her', 'arms', 'out', 'in', 'a', 'store', 'while', 'another', 'woman', 'holds', 'a', 'camera']"
3113769557_9edbb8275c.jpg,"['one', 'woman', 'is', 'taking', 'a', 'picture', 'and', 'another', 'woman', 'is', 'standing', 'sideways', 'with', 'her', 'arm', 'out']"
3325974730_3ee192e4ff.jpg,"['a', 'snowboarder', 'jumps', 'high', 'into', 'the', 'air', 'off', 'of', 'a', 'snowy', 'ramp']"
3325974730_3ee192e4ff.jpg,"['a', 'snowboarder', 'jumps', 'off', 'a', 'ramp']"
3325974730_3ee192e4ff.jpg,"['man', 'on', 'a', 'snowboard', 'performing', 'a', 'trick', 'high', 'in', 'the', 'air']"
3325974730_3ee192e4ff.jpg,"['person', 'in', 'a', 'purple', 'coat', 'making', 'a', 'jump', 'on', 'a', 'snowboard']"
3325974730_3ee192e4ff.jpg,"['snowboarder', 'jumps', 'off', 'high', 'ramp', 'over', 'icy', 'landscape']"
1655781989_b15ab4cbff.jpg,"['a', 'group', 'of', 'mountain', 'climbers']"
1655781989_b15ab4cbff.jpg,"['a', 'group', 'of', 'people', 'walking', 'in', 'a', 'line', 'through', 'the', 'snow', 'toward', 'a', 'mountain']"
1655781989_b15ab4cbff.jpg,"['a', 'line', 'of', 'people', 'are', 'making', 'their', 'way', 'through', 'snow', 'covered', 'mountains']"
1655781989_b15ab4cbff.jpg,"['people', 'are', 'walking', 'through', 'a', 'snow', 'covered', 'field', 'with', 'a', 'mountain', 'the', 'background']"
1655781989_b15ab4cbff.jpg,"['people', 'facing', 'mountains', 'in', 'the', 'snow']"
1662261486_db967930de.jpg,"['a', 'black', 'and', 'white', 'dog', 'is', 'jumping', 'through', 'a', 'black', 'and', 'white', 'hoop']"
1662261486_db967930de.jpg,"['a', 'black', 'and', 'white', 'dog', 'jumps', 'through', 'a', 'black', 'and', 'white', 'hoop']"
1662261486_db967930de.jpg,"['a', 'brown', 'and', 'white', 'dog', 'jumping', 'through', 'a', 'black', 'and', 'white', 'hoop']"
1662261486_db967930de.jpg,"['a', 'dog', 'jumping', 'through', 'a', 'black', 'and', 'white', 'hoop']"
1662261486_db967930de.jpg,"['a', 'dog', 'jumping', 'through', 'a', 'ring']"
2410562803_56ec09f41c.jpg,"['a', 'girl', 'using', 'a', 'laptop', 'another', 'girl', 'and', 'a', 'boy', 'looking', 'at', 'his', 'cellphone']"
2410562803_56ec09f41c.jpg,"['a', 'group', 'of', 'people', 'sit', 'against', 'a', 'building', 'and', 'use', 'electronics']"
2410562803_56ec09f41c.jpg,"['three', 'people', 'sit', 'near', 'a', 'street']"
2410562803_56ec09f41c.jpg,"['three', 'people', 'sitting', 'in', 'front', 'of', 'a', 'store', 'on', 'a', 'bench']"
2410562803_56ec09f41c.jpg,"['three', 'young', 'people', 'sit', 'outside', 'and', 'engage', 'with', 'electronic', 'devices']"
2469498117_b4543e1460.jpg,"['a', 'dog', 'races', 'while', 'wearing', 'number', '6']"
2469498117_b4543e1460.jpg,"['a', 'greyhound', 'wearing', 'a', 'muzzle', 'and', 'the', 'number', 'six', 'on', 'a', 'yellow', 'jacket', 'is', 'running', 'on', 'a', 'dog', 'track']"
2469498117_b4543e1460.jpg,"['a', 'muzzle', 'greyhound', 'dog', 'running', 'on', 'a', 'track']"
2469498117_b4543e1460.jpg,"['a', 'tan', 'greyhound', 'wearing', 'a', 'gold', 'shirt', 'with', 'a', 'number', 'on', 'it', 'runs', 'down', 'a', 'track']"
2469498117_b4543e1460.jpg,"['muxzzled', 'greyhound', 'leaping', 'in', 'race', 'with', 'yellow', 'jacket']"
69710415_5c2bfb1058.jpg,"['a', 'group', 'of', 'people', 'stand', 'at', 'the', 'edge', 'of', 'a', 'cliff', 'over', 'the', 'ocean']"
69710415_5c2bfb1058.jpg,"['a', 'group', 'of', 'three', 'boy', 'scouts', 'rest', 'on', 'a', 'bluff', 'overlooking', 'the', 'ocean']"
69710415_5c2bfb1058.jpg,"['three', 'men', 'stand', 'on', 'a', 'cliff', 'overlooking', 'a', 'lake']"
69710415_5c2bfb1058.jpg,"['three', 'scouts', 'are', 'on', 'top', 'of', 'a', 'cliff', 'overlooking', 'the', 'ocean']"
69710415_5c2bfb1058.jpg,"['two', 'men', 'are', 'sitting', 'on', 'a', 'rock', 'near', 'the', 'ocean', 'with', 'another', 'man', 'standing', 'nearby']"
3414734842_beb543f400.jpg,"['a', 'couple', 'holding', 'hands', 'and', 'another', 'woman', 'are', 'walking', 'down', 'a', 'wooded', 'trail']"
3414734842_beb543f400.jpg,"['a', 'couple', 'holding', 'hands', 'and', 'a', 'woman', 'standing', 'beside', 'them', 'pose', 'on', 'a', 'tree', 'lined', 'dirt', 'road']"
3414734842_beb543f400.jpg,"['three', 'friends', 'on', 'a', 'stroll', 'in', 'the', 'forest']"
3414734842_beb543f400.jpg,"['three', 'people', 'stand', 'on', 'a', 'path', 'through', 'the', 'woods']"
3414734842_beb543f400.jpg,"['two', 'women', 'and', 'a', 'man', 'posing', 'on', 'a', 'rural', 'path']"
3006217970_90b42e6b27.jpg,"['a', 'car', 'sponsored', 'by', 'riwal', 'is', 'smoking', 'its', 'tires', 'on', 'a', 'wet', 'road']"
3006217970_90b42e6b27.jpg,"['a', 'race', 'car', 'drives', 'along', 'a', 'track', 'in', 'the', 'rain']"
3006217970_90b42e6b27.jpg,"['a', 'racing', 'car', 'is', 'driving', 'around', 'a', 'wet', 'track', 'with', 'its', 'headlights', 'on']"
3006217970_90b42e6b27.jpg,"['a', 'small', 'race', 'car', 'with', 'advertising', 'is', 'driving', 'on', 'a', 'rainy', 'track']"
3006217970_90b42e6b27.jpg,"['a', 'sponsored', 'race', 'car', 'is', 'driving', 'with', 'lights', 'on', 'a', 'wet', 'raceway']"
2192411521_9c7e488c5e.jpg,"['a', 'bearded', 'man', 'wearing', 'a', 'bandanna', 'is', 'pointing', 'his', 'finger', 'whilst', 'riding', 'a', 'bicycle']"
2192411521_9c7e488c5e.jpg,"['a', 'man', 'bicycles', 'down', 'the', 'street', 'and', 'points', 'his', 'finger']"
2192411521_9c7e488c5e.jpg,"['a', 'man', 'holds', 'an', 'object', 'with', 'his', 'hand', 'while', 'riding', 'his', 'bike', 'down', 'the', 'street']"
2192411521_9c7e488c5e.jpg,"['a', 'man', 'with', 'long', 'hair', 'riding', 'a', 'bicycle', 'gives', 'the', 'peace', 'sign']"
2192411521_9c7e488c5e.jpg,"['man', 'in', 'blue', 'shirt', 'and', 'black', 'cap', 'riding', 'bike', 'down', 'street', 'flashing', 'peace', 'sign']"
3535879138_9281dc83d5.jpg,"['a', 'crowd', 'of', 'people', 'waving', 'red', 'flags', 'are', 'passing', 'under', 'a', 'bridge']"
3535879138_9281dc83d5.jpg,"['a', 'group', 'of', 'people', 'walk', 'down', 'the', 'street', 'carrying', 'red', 'flags']"
3535879138_9281dc83d5.jpg,"['a', 'large', 'group', 'of', 'people', 'walking', 'down', 'a', 'street', 'some', 'carrying', 'flags', 'or', 'banners']"
3535879138_9281dc83d5.jpg,"['many', 'people', 'walking', 'together', 'on', 'pavement', 'near', 'a', 'brick', 'building', 'with', 'other', 'people', 'looking', 'on']"
3535879138_9281dc83d5.jpg,"['many', 'people', 'walk', 'in', 'the', 'street']"
2685788323_ceab14534a.jpg,"['a', 'man', 'in', 'sunglasses', 'gets', 'ready', 'to', 'pull', 'a', 'chair', 'out', 'to', 'sit', 'down', 'for', 'his', 'meal']"
2685788323_ceab14534a.jpg,"['a', 'man', 'wearing', 'sunglasses', 'stands', 'by', 'a', 'table', 'at', 'a', 'cafe']"
